,Unnamed: 0,image_A_url,image_B_url,image_C_url,target,utterance,utterance_post
2531,2531,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4242398ccded25abd3ba76930e17ffc8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5eda619e5f36499fc1537287b5c50d9d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/94f4c42b6db62c9688e7662971dc736f/image_p020_t337_r005.png,"[0, 0, 1]",One one that is probably a desk or table lamp.,one one that is probably a desk or table lamp
2532,2532,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/15606afd522923eb4e91947b208587c6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36943f6afca6cbf518134b529d13e79a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ec0979097f7c811922a520e8315099fb/image_p020_t337_r005.png,"[0, 0, 1]",Straight pole with no base or bent arm.,straight pole with no base or bent arm
2533,2533,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a58ef2d9168f9b44de195732ce36834c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/df31746077d19233448e1c9934d83117/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1ae630bed26fcf4d448e1c9934d83117/image_p020_t337_r005.png,"[0, 0, 1]","Standard looking lamp, flat round circle, long vertical post and an upside down looking shade.",standard looking lamp flat round circle long vertical post and an upside down looking shade
2534,2534,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/11194326770b1225d49b2e04785f8492/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/70b78b9439a9de7530f6e0ede20c4525/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9627da26edc003e7d49b2e04785f8492/image_p020_t337_r005.png,"[0, 0, 1]",Has about 20 truly spherical lights.,has about 20 truly spherical lights
2535,2535,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/24fb5c490856f7bc12b31765ab67b41/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/83c0ad378b5802b73d39d8012919dd25/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/587b4419a39cc088ccbc9e602dbf6a4a/image_p020_t337_r005.png,"[0, 0, 1]",this is a skinny floor lamp,this is a skinny floor lamp
2536,2536,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3e1a71694488a4cd77b98fdac17a3204/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ca6c2a23c86be64e2b93fb2743876c57/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6b42816b1e70429f61bcdcc7d95ea51c/image_p020_t337_r005.png,"[0, 0, 1]",Pixar table lamp,pixar table lamp
2537,2537,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3533b9eff82f2f9cf22140029982c6f4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9af0807b146c564a45c4ecb2f4b73702/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3b90765f78db34cdb827dc66c75bf2d5/image_p020_t337_r005.png,"[0, 0, 1]",The squattest cone shade on a flared base.,the squattest cone shade on a flared base
2538,2538,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4843b9c8523a4affc29d936f5ac7e23/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c603039e59ac33a0ce1bab91cb13240/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/16327d928854b34ef11c3739edd52fa3/image_p020_t337_r005.png,"[0, 0, 1]",Has a light bulb shape.,has a light bulb shape
2539,2539,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/27ed76ca359d6eaffcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ced76fc046191db3fe5c8ffd0f5eba47/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/72ba0dc1fd49c2b5eef5d83b671bb264/image_p020_t337_r005.png,"[0, 0, 1]",this light has three flower shaped lights,this light has three flower shaped lights
2540,2540,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/32bf66766c1f33983466f97f37dccbde/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6cb3a2872d2c2646fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6999ab054bc900d1868fb986bc092533/image_p020_t337_r005.png,"[0, 0, 1]",Spindle shape with flat disk base.,spindle shape with flat disk base
2541,2541,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1854bd4bcf32ca32e95ee7559a2a873b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ef45c648fe3b0dde8449e0b8dd14796b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dbe15772a731fff01de2a416d49fc18b/image_p020_t337_r005.png,"[0, 0, 1]",this object has a square base,this object has a square base
2542,2542,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/38eedb7c36b785fda81f841e85c630d5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/941271c5d9b192eaccd8f9b9403fd602/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/181d2b693d7ab89457a48b78ff77644d/image_p020_t337_r005.png,"[0, 0, 1]","Column base is stacked cylinders, and top has a cap.",column base is stacked cylinders and top has a cap
2543,2543,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2ed7e410931f984cd59517820ada1bea/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/63da6d6aff4d14789bc41a35200a3af1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c904c93a0a1739e5f51f77a6d7299806/image_p020_t337_r005.png,"[0, 0, 1]",Lamp consists entirely of a simple teardrop shape and a visible cord.,lamp consists entirely of a simple teardrop shape and a visible cord
2544,2544,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1682d4404196cf127588e2ca59b15f8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3c3286722b31c8e2f678c9833bd643c0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/376c16f40c95e81429eb9d04ea723179/image_p020_t337_r005.png,"[0, 0, 1]",Choose the fancy chandelier.,choose the fancy chandelier
2545,2545,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3f7eb5ef5d304040d847cb32379eb854/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d12558a4b1dec5ab37b2bb75885cfc44/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bf659a08301f20f2ac94db38cec7b356/image_p020_t337_r005.png,"[0, 0, 1]",Small accent table light in the traditional spear shape of a lava light,small accent table light in the traditional spear shape of a lava light
2546,2546,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/42129d6b04cb9038b2f7093e7efce142/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8e025c4aa0b0201a81a172d69c52a28a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bd2dea41f32e4562ce11183544874734/image_p020_t337_r005.png,"[0, 0, 1]",One triangular shape atop a tripod without horizontal bottom bar.,one triangular shape atop a tripod without horizontal bottom bar
2547,2547,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/44bcb1ec762af23b8880edc6251fa529/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c961e64a930680bb900a91cbf836390b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2da9d9bea10d936e23c0d2e0152e91b5/image_p020_t337_r005.png,"[0, 0, 1]","The one that has the point base at the top, looks like a bullet, not an egg top.",the one that has the point base at the top looks like a bullet not an egg top
2548,2548,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/85f71a4724fa37c33d39d8012919dd25/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a833d2cae8fada7430f6e0ede20c4525/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/154c35bf29fa227df51f77a6d7299806/image_p020_t337_r005.png,"[0, 0, 1]",Lamp that resembles an old-time gas pump.,lamp that resembles an oldtime gas pump
2549,2549,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1c003aabfe3e12976fd90c386180831a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/78b95abd1d1158ffef3a2c64cef919d0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/ec0979097f7c811922a520e8315099fb/image_p020_t337_r005.png,"[0, 0, 1]",The object is a tall pole with a solid brick shaped object on the top of it.,the object is a tall pole with a solid brick shaped object on the top of it
2550,2550,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1b35500ce44ae7e344b6d51c32a5873f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dd284c442afd361e37f2340db925336/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/353224cca3fc3ea6e5da257192cf051/image_p020_t337_r005.png,"[0, 0, 1]",Pentagon base with tall column topped by pointy light.,pentagon base with tall column topped by pointy light
2551,2551,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/101d0e7dbd07d8247dfd6bf7196ba84d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5d3d9d6a6721646e441f5bb6f88ca61/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bc40c19e71fd258046f1a7cdff74f3f7/image_p020_t337_r005.png,"[0, 0, 1]",This object looks like a cup with straw and has a see through quality.,this object looks like a cup with straw and has a see through quality
2552,2552,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/26d761549dcc3c61a1b5ceeca96f6fbc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b2bdd202470b4166f3a29b1591515940/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e6dae18d7ffbb7ff952c851f81463faa/image_p020_t337_r005.png,"[0, 0, 1]",Wall-mounted light with articulating arm.,wallmounted light with articulating arm
2553,2553,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/38f3a721c7ac21cb8a1a0260fe4e4cb9/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8c4ca1f645def5efd5cb6d178687b980/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/551bec14757bd4b27b79156a61ad4c01/image_p020_t337_r005.png,"[0, 0, 1]",Has deepest dome shape and chain.,has deepest dome shape and chain
2554,2554,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/27ed76ca359d6eaffcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d52bcf6a2c75ced5fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4ed37408e5bb257ee356f23093e95c53/image_p020_t337_r005.png,"[0, 0, 1]",Grey rectabgle that is vertical.,grey rectabgle that is vertical
2555,2555,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/370623095c9773e42ce7d46577f8a9bd/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cd80cc92cf732e8d8a17805dbfb751e2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/90e5bd9f10fd5216fbb8cbddab1c2002/image_p020_t337_r005.png,"[0, 0, 1]",Horizontal bar with four lights.,horizontal bar with four lights
2556,2556,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c5a69f02323e087181d0740b20dd8fd0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e0577be012414515fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1845801e19ac5c22683869a26110a529/image_p020_t337_r005.png,"[0, 0, 1]",Light is a tall slender pole lamp with three arms each holding a round bulb-shaped shade.,light is a tall slender pole lamp with three arms each holding a round bulbshaped shade
2557,2557,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3aec7c839e247954a38859fd71bee28c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8b60bb548c0813a7e420612cf7bb547c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/573500f52762f0ea8485cf03cd00c621/image_p020_t337_r005.png,"[0, 0, 1]",Solid sphere suspended from largest mounting cone.,solid sphere suspended from largest mounting cone
2558,2558,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/45d24c9106f2cd7614cd86cb97af8937/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4e3d1346e76084a2c1caa73a5e644b6/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2e583ea74f46aee239b3360f500ac52a/image_p020_t337_r005.png,"[0, 0, 1]",this is the flat circle,this is the flat circle
2559,2559,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/98ae07e021f3227711d89826bd8e0670/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e6de1ff0564f172ad96790493cac7283/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19171a11ad8bd9d5411a00390d1cd315/image_p020_t337_r005.png,"[0, 0, 1]",Ceiling fixture with a decorated drum shade suspended by a single wire.,ceiling fixture with a decorated drum shade suspended by a single wire
2560,2560,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/37b0f61c553e0499be27e423fd45ffe7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a56224d991c3eedf77d8f08447bad584/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e99793b871d27333d42b9650f19dd425/image_p020_t337_r005.png,"[0, 0, 1]",Cylinder shade atop a column on a square base.,cylinder shade atop a column on a square base
2561,2561,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/107b8c870eade2481735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/352d68b2a816640099e8bf807e902261/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e13a855926f25ffc5285aeabe3f6e218/image_p020_t337_r005.png,"[0, 0, 1]",this has a round base and a oval top,this has a round base and a oval top
2562,2562,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/587b4419a39cc088ccbc9e602dbf6a4a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/83c0ad378b5802b73d39d8012919dd25/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/24fb5c490856f7bc12b31765ab67b41/image_p020_t337_r005.png,"[0, 0, 1]",Vertical rectangle with curved top and bottom.,vertical rectangle with curved top and bottom
2563,2563,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/308bd35d5f52de4e57b8f616df7adf9a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c906a9c7ae536a0c7fb7f79251dd7727/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/80d86a40527fd0a7edd4171cd40b3feb/image_p020_t337_r005.png,"[0, 0, 1]",Has one cone shaped tilted shade.,has one cone shaped tilted shade
2564,2564,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3b90765f78db34cdb827dc66c75bf2d5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/40bbb4b123d9df2028c187222995b2b5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/421734c234a9ecce5c166769fb8a1974/image_p020_t337_r005.png,"[0, 0, 1]",Pleated-look shade atop base with flat disk bottom.,pleatedlook shade atop base with flat disk bottom
